-2.0,-2.0,-2.0,1
-2.0,-2.0,-1.8620689655172413,1
-2.0,-2.0,-1.7241379310344827,1
-2.0,-2.0,-1.5862068965517242,1
-2.0,-2.0,-1.4482758620689655,1
-2.0,-2.0,-1.3103448275862069,1
-2.0,-2.0,-1.1724137931034484,1
-2.0,-2.0,-1.0344827586206897,1
-2.0,-2.0,-0.896551724137931,1
-2.0,-2.0,-0.7586206896551724,1
-2.0,-2.0,-0.6206896551724137,1
-2.0,-2.0,-0.48275862068965525,1
-2.0,-2.0,-0.3448275862068966,1
-2.0,-2.0,-0.2068965517241379,1
-2.0,-2.0,-0.06896551724137945,1
-2.0,-2.0,0.06896551724137945,1
-2.0,-2.0,0.2068965517241379,1
-2.0,-2.0,0.34482758620689635,1
-2.0,-2.0,0.48275862068965525,1
-2.0,-2.0,0.6206896551724137,1
-2.0,-2.0,0.7586206896551726,1
-2.0,-2.0,0.896551724137931,1
-2.0,-2.0,1.0344827586206895,1
-2.0,-2.0,1.1724137931034484,1
-2.0,-2.0,1.3103448275862069,1
-2.0,-2.0,1.4482758620689653,1
-2.0,-2.0,1.5862068965517242,1
-2.0,-2.0,1.7241379310344827,1
-2.0,-2.0,1.862068965517241,1
-2.0,-2.0,2.0,1
-2.0,-1.8620689655172413,-2.0,1
-2.0,-1.8620689655172413,-1.8620689655172413,1
-2.0,-1.8620689655172413,-1.7241379310344827,1
-2.0,-1.8620689655172413,-1.5862068965517242,1
-2.0,-1.8620689655172413,-1.4482758620689655,1
-2.0,-1.8620689655172413,-1.3103448275862069,1
-2.0,-1.8620689655172413,-1.1724137931034484,1
-2.0,-1.8620689655172413,-1.0344827586206897,1
-2.0,-1.8620689655172413,-0.896551724137931,1
-2.0,-1.8620689655172413,-0.7586206896551724,1
-2.0,-1.8620689655172413,-0.6206896551724137,1
-2.0,-1.8620689655172413,-0.48275862068965525,1
-2.0,-1.8620689655172413,-0.3448275862068966,1
-2.0,-1.8620689655172413,-0.2068965517241379,1
-2.0,-1.8620689655172413,-0.06896551724137945,1
-2.0,-1.8620689655172413,0.06896551724137945,1
-2.0,-1.8620689655172413,0.2068965517241379,1
-2.0,-1.8620689655172413,0.34482758620689635,1
-2.0,-1.8620689655172413,0.48275862068965525,1
-2.0,-1.8620689655172413,0.6206896551724137,1
-2.0,-1.8620689655172413,0.7586206896551726,1
-2.0,-1.8620689655172413,0.896551724137931,1
-2.0,-1.8620689655172413,1.0344827586206895,1
-2.0,-1.8620689655172413,1.1724137931034484,1
-2.0,-1.8620689655172413,1.3103448275862069,1
-2.0,-1.8620689655172413,1.4482758620689653,1
-2.0,-1.8620689655172413,1.5862068965517242,1
-2.0,-1.8620689655172413,1.7241379310344827,1
-2.0,-1.8620689655172413,1.862068965517241,1
-2.0,-1.8620689655172413,2.0,1
-2.0,-1.7241379310344827,-2.0,1
-2.0,-1.7241379310344827,-1.8620689655172413,1
-2.0,-1.7241379310344827,-1.7241379310344827,1
-2.0,-1.7241379310344827,-1.5862068965517242,1
-2.0,-1.7241379310344827,-1.4482758620689655,1
-2.0,-1.7241379310344827,-1.3103448275862069,1
-2.0,-1.7241379310344827,-1.1724137931034484,1
-2.0,-1.7241379310344827,-1.0344827586206897,1
-2.0,-1.7241379310344827,-0.896551724137931,1
-2.0,-1.7241379310344827,-0.7586206896551724,1
-2.0,-1.7241379310344827,-0.6206896551724137,1
-2.0,-1.7241379310344827,-0.48275862068965525,1
-2.0,-1.7241379310344827,-0.3448275862068966,1
-2.0,-1.7241379310344827,-0.2068965517241379,1
-2.0,-1.7241379310344827,-0.06896551724137945,1
-2.0,-1.7241379310344827,0.06896551724137945,1
-2.0,-1.7241379310344827,0.2068965517241379,1
-2.0,-1.7241379310344827,0.34482758620689635,1
-2.0,-1.7241379310344827,0.48275862068965525,1
-2.0,-1.7241379310344827,0.6206896551724137,1
-2.0,-1.7241379310344827,0.7586206896551726,1
-2.0,-1.7241379310344827,0.896551724137931,1
-2.0,-1.7241379310344827,1.0344827586206895,1
-2.0,-1.7241379310344827,1.1724137931034484,1
-2.0,-1.7241379310344827,1.3103448275862069,1
-2.0,-1.7241379310344827,1.4482758620689653,1
-2.0,-1.7241379310344827,1.5862068965517242,1
-2.0,-1.7241379310344827,1.7241379310344827,1
-2.0,-1.7241379310344827,1.862068965517241,1
-2.0,-1.7241379310344827,2.0,1
-2.0,-1.5862068965517242,-2.0,1
-2.0,-1.5862068965517242,-1.8620689655172413,1
-2.0,-1.5862068965517242,-1.7241379310344827,1
-2.0,-1.5862068965517242,-1.5862068965517242,1
-2.0,-1.5862068965517242,-1.4482758620689655,1
-2.0,-1.5862068965517242,-1.3103448275862069,1
-2.0,-1.5862068965517242,-1.1724137931034484,1
-2.0,-1.5862068965517242,-1.0344827586206897,1
-2.0,-1.5862068965517242,-0.896551724137931,1
-2.0,-1.5862068965517242,-0.7586206896551724,1
-2.0,-1.5862068965517242,-0.6206896551724137,1
-2.0,-1.5862068965517242,-0.48275862068965525,1
-2.0,-1.5862068965517242,-0.3448275862068966,1
-2.0,-1.5862068965517242,-0.2068965517241379,1
-2.0,-1.5862068965517242,-0.06896551724137945,1
-2.0,-1.5862068965517242,0.06896551724137945,1
-2.0,-1.5862068965517242,0.2068965517241379,1
-2.0,-1.5862068965517242,0.34482758620689635,1
-2.0,-1.5862068965517242,0.48275862068965525,1
-2.0,-1.5862068965517242,0.6206896551724137,1
-2.0,-1.5862068965517242,0.7586206896551726,1
-2.0,-1.5862068965517242,0.896551724137931,1
-2.0,-1.5862068965517242,1.0344827586206895,1
-2.0,-1.5862068965517242,1.1724137931034484,1
-2.0,-1.5862068965517242,1.3103448275862069,1
-2.0,-1.5862068965517242,1.4482758620689653,1
-2.0,-1.5862068965517242,1.5862068965517242,1
